vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,remarks,id
5,P101,Johor,Keluang,Tuan,Lee Kaw,,male,chinese,DAP,,,,,441
5,P087,WP Kuala Lumpur,Kuala Lumpur Bandar,Tuan,Lee Lam Thye,,male,chinese,DAP,,,,,444
5,P140,Sarawak,Betong,Tuan,Liben Anak Kato,,male,bumiputera,BN - PBB,,,,,453
5,P054,Perak,Ipoh,Tuan,Lim Cho Hock,,male,chinese,DAP,,,,,459
5,P109,Johor,Sri Gading,,Mustaffa Bin Mohammad,,male,bumiputera,BN - UMNO,,,,,648
5,P014,Kedah,Padang Serai,Tuan,Lim Kiam Hoon @ Lim Ah Ying,,male,chinese,BN - MCA,,,,,467
5,P081,Selangor,Petaling,Tuan,Lim Kit Siang,,male,chinese,DAP,,,,,469
5,P149,Sarawak,Kapit,Tuan,Leonard Linggi Anak Jugah,,male,bumiputera,BN - PBB,,,,,450
5,P092,Negeri Sembilan,Kuala Pilah,Datuk,Mansor bin Othman,,male,bumiputera,BN - UMNO,,Timbalan Yang di-Pertua,,,511
5,P044,Perak,Gerik,Tuan,Mohamad Tajol Rosli bin Mohamed Ghazali,,male,bumiputera,BN - UMNO,,,,,535
5,P022,Kelantan,Nilam Puri,Tuan Haji,Mohamed bin Haji Ali,,male,bumiputera,BN - UMNO,,,,,542
5,P012,Kedah,Kuala Muda,Tuan,Mohamed Khir Johari,,male,bumiputera,BN - UMNO,,,,,558
5,P117,Sabah,Kota Belud,Tan Sri Datuk Haji,Mohmed Said Keruak,,male,bumiputera,BN - USNO,,,,,629
5,P126,Sabah,Hilir Padas,Tuan Haji,Mohammad Taufeck bin O.K.K. Haji Asneh,,male,bumiputera,BN - USNO,,,,,582
5,P057,Perak,Parit,Tuan,Mohd. Bakri bin Abdul Rais,,male,bumiputera,BN - UMNO,,,,,599
5,P085,WP Kuala Lumpur,Setapak,Tuan Haji,Mohd. Idris bin Haji Ibrahim,,male,bumiputera,BN - UMNO,,,,,603
5,P010,Kedah,Baling,Tuan,Mohd. Napi @ Nakhai bin Haji Ahmad,,male,bumiputera,PAS,,,,,608
5,P020,Kelantan,Bachok,Tuan Haji,Mohd. Zain bin Abdullah,,male,bumiputera,PAS,,,,,626
5,P104,Johor,Pagoh,Tuan,Muhiyuddin bin Haji Mohamed Yassin,,male,bumiputera,BN - UMNO,,,,,642
5,P139,Sarawak,Lubok Antu,Tuan,Jonathan Narwin Anak Jinggong,,male,bumiputera,BN - SNAP,,,,,381
5,P017,Kelantan,Pengkalan Chepa,Tuan Haji,Nik Abdul Aziz bin Nik Mat,,male,bumiputera,PAS,,,,,670
5,P125,Sabah,Kimanis,,Pengiran Othman Bin Haji Pengiran Rauf,,male,bumiputera,BN - BERJAYA,,,,,710
5,P031,Terengganu,Kuala Nerus,Datuk,Nik Hassan bin Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,673
5,P119,Sabah,Tuaran,Datuk,James Peter Ongkili,,male,bumiputera,BN - BERJAYA,,,,,366
5,P007,Kedah,Alor Setar,Tuan,Oo Gin Sun,,male,chinese,BN - MCA,,,,,693
5,P055,Perak,Menglembu,Tuan,P. Patto,,male,indian,DAP,,,,,701
5,P154,Sarawak,Bukit Mas,Tuan,Racha Umong,,male,bumiputera,BN - PBB,,,,,725
5,P128,Sabah,Silam,Datuk Haji,Sakaran bin Dandai,,male,bumiputera,BN - USNO,,,,,779
5,P006,Kedah,Kuala Kedah,Datuk,Senu bin Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,795
5,P038,Pulau Pinang,Bukit Mertajam,Tuan,Seow Hun Khim,,male,chinese,DAP,,,,,796
5,P001,Perlis,Kangar,Tuan,Shaari bin Jusoh,,male,bumiputera,BN - UMNO,,,,,800
5,P040,Pulau Pinang,Balik Pulau,Tuan,Shamsuri bin Md. Salleh,,male,bumiputera,BN - UMNO,,,,,808
5,P110,Johor,Semerah,Tuan,Shariffah Dorah binti Mohammed,,female,bumiputera,BN - UMNO,,,,,810
5,P150,Sarawak,Ulu Rajang,Tuan,Sibat Miyut Anak Tagong,,male,bumiputera,BN - SNAP,,,,,814
5,P147,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,bumiputera,BN - SNAP,,,,,886
5,P083,Selangor,Sepang,Tuan Haji,Suhaimi bin Datuk Haji Kamaruddin,,male,bumiputera,BN - UMNO,,,,,830
5,P002,Perlis,Arau,Tuan,Syed Hassan bin Syed Mohamed,,male,bumiputera,BN - UMNO,,,,,845
5,P152,Sarawak,Lambir,Tuan,Raymond Szetu Mei Thong,,male,chinese,SAPO,,,,,747
5,P068,Pahang,Raub,Dr.,Tan Koon Swan,,male,chinese,BN - MCA,,,,,867
5,P142,Sarawak,Paloh,,Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,,male,bumiputera,BN - PBB,,,,,6
7,P043,Pulau Pinang,Nibong Tebal,Dr.,Goh Cheng Teik,,male,chinese,BN - Gerakan,,,,,276
5,P016,Kelantan,Tumpat,YM Tengku,Nor Asiah binti Tengku Ahmad,,female,bumiputera,BN - UMNO,,,,,678
5,P056,Perak,Bruas,Tuan,Ting Chek Moy,,male,chinese,DAP,,,,,892
5,P151,Sarawak,Bintulu,Tuan,Ting Ling Kiew,,male,chinese,BN - SNAP,,,,,894
5,P146,Sarawak,Mukah,,Edwin Esnen Unang,,male,bumiputera,BN - PBB,,,,,244
5,P051,Perak,Padang Rengas,Tuan,Umar bin Haji Ismail,,male,bumiputera,BN - UMNO,,,,,903
5,P025,Kelantan,Pasir Puteh,Tuan,Wan Mohd. Najib bin Wan Mohamad,,male,bumiputera,BN - UMNO,,,,,927
5,P013,Kedah,Sungai Petani,Puan,Wan Zainab binti M.A. Bakar,,female,bumiputera,BN - UMNO,,,,,935
5,P042,Pulau Pinang,Tanjong,Tuan,Wong Hoong Keat,,male,chinese,DAP,,,,,942
5,P144,Sarawak,Sibu,Dr.,Wong Soon Kai,,male,chinese,BN - SUPP,,,,,946
5,P053,Perak,Kinta,Tuan,Yang Choong Fu,,male,chinese,BN - MCA,,,,,953
5,P052,Perak,Kuala Kangsar,Puan,"Yong Fatimah binti Mohd. Razali, A.M.N., P.J.K.",,female,bumiputera,BN - UMNO,,,,,966
5,P135,Sarawak,Padawan,Datuk,"Stephen Yong Kuet Tze, P.N.B.S",,male,chinese,BN - SUPP,,,,,827
5,P108,Johor,Panti,Tuan,Yusof bin Malim Kuning @ Abdul Rahman bin Mohd. Jani,,male,bumiputera,BN - UMNO,,,,,975
5,P037,Pulau Pinang,Permatang Pauh,Tuan Haji,Zabidi bin Haji Ali,,male,bumiputera,PAS,,,,,977
6,,,,Dato,Mohamed Zahir Bin Haji Ismail,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,,576
6,P004,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr,Mahathir Bin Mohamad.,,male,bumiputera,BN - UMNO,Perdana Menteri,,,,500
6,P108,Johor,Panti,Y.A.B. Dato,Musa Hitam,,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri,,,,644
6,P091,Negeri Sembilan,Seremban,Dato',Lee San Choon,,male,chinese,BN - MCA,,,,,445
6,P005,Kedah,Padang Terap,,Baharom Bakar,,male,bumiputera,BN - UMNO,,,,,164
6,P065,Pahang,Lipis,Tan Sri Haji,Muhammad Ghazali Bin Shafie,,male,bumiputera,BN - UMNO,,,,,640
6,P082,Selangor,Kuala Langat,Datin Paduka Hajjah,Aishah Binti Haji Abdul Ghani,,female,bumiputera,BN - UMNO,,,,,121
6,P019,Kelantan,Kota Baru,Tengku Dato',Ahmad Rithauddeen Al Haj Bin Tengku Ismail,,male,bumiputera,BN - UMNO,,,,,112
6,P027,Kelantan,Ulu Kelantan,Tengku Tan Sri,Razaleigh Hamzah,,male,bumiputera,BN - UMNO,,,,,748
6,P009,Kedah,Ulu Muda,,Othman Bin Abdul,,male,bumiputera,BN - UMNO,,,,,697
6,P097,Melaka,Batu Berendam,Tan Sri,Chong Hon Nyan,,male,chinese,BN - MCA,,,,,218
7,P054,Perak,Taiping,Dato',Paul Leong Khee Seong,,male,chinese,BN - Gerakan,,,,,707
6,P032,Terengganu,Kuala Terengganu,Dato',Abdul Manan Bin Othman,,male,bumiputera,BN - UMNO,,,,,42
6,P148,Sarawak,Kanowit,Dato',Leo Moggie Anak Irok,,male,bumiputera,BN - SNAP,,,,,449
6,P106,Johor,Muar,Dato' Dr,Neo Yee Pan,,male,chinese,BN - MCA,,,,,656
6,P048,Perak,Sungei Siput,Dato',S. Samy Vellu,,male,indian,BN - MIC,,,,,768
6,P094,Negeri Sembilan,Tampin,Dato',Mokhtar Bin Haji Hashim,,male,bumiputera,BN - UMNO,,,,convicted,630
6,P052,Perak,Kuala Kangsar,Datin Paduka,Rafidah Aziz,,female,bumiputera,BN - UMNO,,,,,728
6,P133,Sarawak,Santubong,Datuk Dr,Sulaiman Bin Haji Daud,,male,bumiputera,BN - PBB,,,,,834
6,P125,Sabah,Kimanis,Datuk,Pengiran Othman Bin Haji Pengiran Rauf,,male,bumiputera,BN - BERJAYA,,,,,710
6,P003,Kedah,Jerlun,Dato',Sanusi Bin Junid,,male,bumiputera,BN - UMNO,,,,,788
6,P035,Pulau Pinang,Kepala Batas,Dato',Abdullah Bin Haji Ahmad Badawi,,male,bumiputera,BN - UMNO,,,,,75
6,P089,Negeri Sembilan,Jelebu,Dato',Rais Yatim,,male,bumiputera,BN - UMNO,,,,,735
6,P063,Perak,Tanjong Malim,Dato',Mak Hon Kam,,male,chinese,BN - MCA,,,,,505
6,P095,Melaka,Alor Gajah,Tuan,Mohd. Adib Bin Haji Mohd. Adam,,male,bumiputera,BN - UMNO,,,,,593
6,P135,Sarawak,Padawan,Datuk Amar,Stephen Yong Kuet Tze,,male,chinese,BN - SUPP,,,,,827
6,P105,Johor,Ayer Hitam,Dato' Dr.,Hee Tien Lai,,male,chinese,BM - MCA,,Timbalan Yang Di Pertua,,,312
6,P070,Pahang,Bentong,Dato',Chan Siang Sun,,male,chinese,BN - MCA,,,,,188
8,P062,Perak,Beruas,Dato' Seri Dr.,Lim Keng Yaik,,male,chinese,BN - Gerakan,,,,,466
6,P093,Negeri Sembilan,Telok Kemang,Dato',K. Pathmanaban,,male,indian,BN - MIC,,,,,396
6,P080,Selangor,Shah Alam,Dato',Lew Sip Hon,,male,chinese,BN - MCA,,,,,452
6,P036,Pulau Pinang,Mata Kuching,Dr,Ling Liong Sik,,male,chinese,BN - MCA,,,,,479
6,P028,Terengganu,Besut,Dato' Haji,Zakaria Bin Haji Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,987
6,P026,Kelantan,Kuala Krai,Dato' Dr,Nik Hussain Bin Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,674
6,P122,Sabah,Penampang,Datuk,Clarence E. Mansul,,male,bumiputera,BN - BERJAYA,,,,,226
6,P107,Johor,Renggam,Dato',Chin Hon Ngian,,male,chinese,BN - MCA,,,,,213
6,P114,Johor,Johor Bahru,Dato',Shahrir Bin Abdul Samad,,male,bumiputera,BN - UMNO,,,,,805
6,P076,Selangor,Kuala Selangor,Dato',Abu Hassan Bin Haji Omar,,male,bumiputera,BN - UMNO,,,,,89
6,P121,Sabah,Gaya,Tuan,William Lye Chee Hien,,male,chinese,BN - BERJAYA,,,,,941
6,P083,Selangor,Sepang,Dato' Haji,Mohamed Suhaimi Bin Dato' Haji Kamaruddin,,male,bumiputera,BN - UMNO,,,,,568
6,P137,Sarawak,Simunjan,Tuan,Bujang Bin Haji Ulis,,male,bumiputera,BN - PBB,,,,,176
6,P142,Sarawak,Paloh,,Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,,male,bumiputera,BN - PBB,,,,,6
6,P153,Sarawak,Baram,Tuan,Luhat Wan,,male,bumiputera,BN - SNAP,,,,,487
6,P024,Kelantan,Machang,Tuan,Mohd. Kassim Bin Ahmed,,male,bumiputera,BN - UMNO,,,,,606
6,P078,Selangor,Ulu Langat,Datin Paduka,Chow Poh Khen Alias Rosemary Chong,,female,chinese,BN - MCA,,,,,221
6,P110,Johor,Semerah,Puan,Shariffah Dora Binti Syed Mohamed,,female,bumiputera,BN - UMNO,,,,,810
6,P104,Johor,Pagoh,Tuan,Muhyiddin Bin Haji Mohd. Yassin,,male,bumiputera,BN - UMNO,,,,,642
6,P100,Johor,Segamat,Tuan,S. Subramaniam,,male,indian,BN - MIC,,,,,770
6,P068,Pahang,Raub,Dr,Tan Tiong Hong,,male,chinese,BN - MCA,,,,,872
6,P077,Selangor,Selayang,Puan,Rahmah Binti Othman,,female,bumiputera,BN - UMNO,,,,,729
6,P069,Pahang,Maran,Dato',Mohamed Khalil Yaakob,,male,bumiputera,BN - UMNO,,,,,557
6,P072,Pahang,Temerloh,Tuan,Sabbaruddin Chik,,male,bumiputera,BN - UMNO,,,,,776
6,P092,Negeri Sembilan,Kuala Pilah,Puan,Napsiah Binti Omar,,female,bumiputera,BN - UMNO,,,,,651
6,P037,Pulau Pinang,Permatang Pauh,Tuan,Anwar Bin Haji Ibrahim,,male,bumiputera,BN - UMNO,,,,,141
6,P143,Sarawak,Sarikei,Tuan,Law Hieng Ding,,male,chinese,BN - SUPP,,,,,436
6,P145,Sarawak,Rajang,Tuan,Jawan Anak Empaling,,male,bumiputera,BN - SUPP,,,,,372
6,P023,Kelantan,Tanah Merah,Tuan,Hussien Bin Mahmud,,male,bumiputera,BN - UMNO,,,,,334
6,P090,Negeri Sembilan,Mantin,Dato',Lee Boon Peng,,male,chinese,BN - MCA,,,,,438
8,P097,WP Kuala Lumpur,Batu,Dato',Alexander Yu Lung Lee,,male,chinese,BN - Gerakan,,,,,127
6,P151,Sarawak,Bintulu,Tuan,Ting Ling Kiew,,male,chinese,BN - SNAP,,,,,894
6,P015,Kedah,Kulim Bandar Bahru,Tuan,Abdul Kadir Bin Haji Sheikh Fadzir,,male,bumiputera,BN - UMNO,,,,,34
6,P047,Perak,Bagan Serai,Tuan,Zainal Abidin Bin Zin,,male,bumiputera,BN - UMNO,,,,,983
6,P001,Perlis,Kangar,Tuan,Radzi Bin Sheikh Ahmad,,male,bumiputera,BN - UMNO,,,,,727
6,P096,Melaka,Jasin,Tuan,Abdul Ghafar Bin Baba,,male,bumiputera,BN - UMNO,,,,,18
6,P124,Sabah,Kinabatangan,Tuan,Abdul Ghani Bin Misbah,,male,bumiputera,BN - BERJAYA,,,,,20
6,P002,Perlis,Arau,Dr,Abdul Hamid Bin Pawanteh,,male,bumiputera,BN - UMNO,,Timbalan Yang di-Pertua,,,29
6,P067,Pahang,Kuantan,Tuan Haji,Abdul Rahim Bin Abu Bakar,,male,bumiputera,BN - UMNO,,,,,44
6,P046,Perak,Parit Buntar,Tuan,Abdul Rahman Bin Sulaiman,,male,bumiputera,BN - UMNO,,,,,54
6,P134,Sarawak,Samarahan,Tuan Datuk Patinggi Haji,Abdul Taib Bin Mahmud,,male,bumiputera,BN - PBB,,,,,69
6,P128,Sabah,Silam,Tuan,Abdillah Bin Haji Abdul Hamid,,male,bumiputera,BEBAS,,,,,9
6,P008,Kedah,Kota Setar,Dato Haji,Abu Bakar Bin Umar,,male,bumiputera,PAS,,,,,86
6,P115,Sabah,Marudu,Tuan Haji,Affendy Bin Tun Haji Mohd. Fuad Stephens,,male,bumiputera,BEBAS,,,,,97
6,P057,Perak,Parit,Tuan,Ahmed Hambal Bin Yeop Majlis,,male,bumiputera,BN - UMNO,,,,,119
6,P140,Sarawak,Betong,Datuk,Alfred Jabu Anak Numpang,,male,bumiputera,BN - PBB,,,,,128
6,P030,Terengganu,Ulu Terengganu,Tuan,Alias Bin Md. Ali,,male,bumiputera,BN - UMNO,,,,,130
6,P139,Sarawak,Lubok Antu,Tuan,Andrew Janggi Muyang,,male,bumiputera,BN - SNAP,,,,,137
6,P033,Terengganu,Dungun,Tuan,Awang Bin Jabar,,male,bumiputera,BN - UMNO,,,,,149
6,P059,Perak,Batang Padang,Tuan,Azharul Abidin Bin Haji Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,155
6,P099,Johor,Labis,Tuan,Bahari Bin Haron,,male,bumiputera,BN - UMNO,,,,,163
6,P058,Perak,Batu Gajah,Tuan,Ban Hon Keong,,male,chinese,BN - MCA,,,,,166
6,P152,Sarawak,Lambir,Dr,George Chan Hong Nam,,male,chinese,BN - SUPP,,,,,271
6,P088,WP Kuala Lumpur,Sungai Besi,Tuan,Chan Kok Kit,,male,chinese,DAP,,,,,184
6,P012,Kedah,Kuala Muda,Tuan,Daim Bin Haji Zainuddin,,male,bumiputera,BN - UMNO,,,,,230
8,P054,Perak,Taiping,Tuan,Kerk Choo Ting,,male,chinese,BN - Gerakan,,,,,414
6,P054,Perak,Ipoh,Tuan,Peter Chin Gan Oon,,male,chinese,BN - MCA,,,,,713
6,P111,Johor,Batu Pahat,Tuan,Daud Bin Haji Taha,,male,bumiputera,BN - UMNO,,,,,232
6,P016,Kelantan,Tumpat,Tuan,Dusuki Bin Haji Ahmad,,male,bumiputera,BN - UMNO,,,,,239
6,P141,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,,male,bumiputera,BEBAS,,,,,241
6,P138,Sarawak,Batang Lupar,Datuk,Edwin Anak Tangkun,,male,bumiputera,BEBAS,,,,,243
6,P123,Sabah,Sandakan,Tuan,Tung Fung Ket Wing,,male,chinese,DAP,,,,,902
6,P116,Sabah,Bandau,Tuan,Newman Gaban,,male,bumiputera,BN - BERJAYA,,,,,657
6,P041,Pulau Pinang,Bukit Bendera,Tuan,Gooi Hock Seng,,male,chinese,DAP,,,,,281
6,P079,Selangor,Pelabuhan Kelang,Tuan,V. Govindaraj,,male,indian,BN - MIC,,,,,905
6,P129,Sabah,Ulu Padas,Datuk,Harris Bin Mohd. Salleh,,male,bumiputera,BN - BERJAYA,,,,resign,292
6,P009,Kedah,Ulu Muda,Tuan Haji,Hashim Bin Haji Endut,,male,bumiputera,BN - UMNO,,,,,299
6,P094,Negeri Sembilan,Tampin,,Omar Abdullah,,male,bumiputera,BN - UMNO,,,,,685
6,P118,Sabah,Labuk Sugut,Tuan,Hassan Alban Bin Haji Sandukong,,male,bumiputera,BEBAS,,,,,307
6,P021,Kelantan,Rantau Panjang,Tuan,Hassan Bin Haji Mohamed,,male,bumiputera,PAS,,,,,309
6,P031,Terengganu,Kuala Nerus,Tuan,Ibrahim Azmi Bin Hassan,,male,bumiputera,BN - UMNO,,,,,332
6,P011,Kedah,Jerai,Tuan,Ismail Bin Arshad,,male,bumiputera,BN - UMNO,,,,,350
6,P034,Terengganu,Kemaman,Tuan,Ismail Bin Said,,male,bumiputera,BN - UMNO,,,,,356
6,P073,Selangor,Sabak Bernam,Dato,Jamaluddin Bin Haji Suhaimi,,male,bumiputera,BN - UMNO,,,,,363
6,P150,Sarawak,Ulu Rajang,Tuan,Justine Anak Jinggot,,male,bumiputera,BN - SNAP,,,,,392
6,P045,Perak,Larut,Dato' Sri Haji,Kamaruddin Bin Haji Mohd. Isa,,male,bumiputera,BN - UMNO,,,,,404
6,P130,Sabah,Tawau,Tuan,Kan Yau Fa,,male,chinese,BN - BERJAYA,,,,,409
6,P043,Pulau Pinang,Jelutong,Tuan,Karpal Singh,,male,indian,DAP,,,,,412
6,P102,Johor,Tenggaroh,Tuan,Khadri Bin Sabran,,male,bumiputera,BN - UMNO,,,,,417
6,P120,Sabah,Kinabalu,Tuan,Mark Koding,,male,bumiputera,BN - BERJAYA,,,,,512
8,P070,Perak,Teluk Intan,Tuan,Ong Tin Kim,,male,chinese,BN - Gerakan,,,,,690
6,P075,Selangor,Ulu Selangor,Dato,Lee Kim Sai,,male,chinese,BN - MCA,,,,,442
6,P087,WP Kuala Lumpur,Kuala Lumpur Bandar,Tuan,Lee Lam Thye,,male,chinese,DAP,,,,,444
6,P146,Sarawak,Mukah,Tuan,Leo Michael Toyad,,male,bumiputera,BN - PBB,,,,,448
6,P149,Sarawak,Kapit,Datuk,Leonard Linggi Anak Jugah,,male,bumiputera,BN - PBB,,,,,450
6,P098,Melaka,Kota Melaka,Tuan,Lim Kit Siang,,male,chinese,DAP,,,,,469
6,P053,Perak,Kinta,Tuan,Lim Liang Seng,,male,chinese,BN - MCA,,,,,471
6,P144,Sarawak,Sibu,Tuan,Ling Sie Ming,,male,chinese,DAP,,,,,480
6,P029,Terengganu,Ulu Nerus,Tuan,Mamat Bin Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,507
6,P061,Perak,Hilir Perak,Tuan,Megat Junid Bin Megat Aob,,male,bumiputera,BN - UMNO,,,,,522
6,P127,Sabah,Keningau,Tuan,Ahmad Shah Bin Dato' Hussein Tambakau,,male,bumiputera,BN - BERJAYA,,,,,114
6,P050,Perak,Matang,Tuan,Mohamad Razlan Bin Haji Abdul Hamid,,male,bumiputera,BN - UMNO,,,,,532
6,P044,Perak,Gerik,Tuan,Mohamed Tajol Rosli Bin Mohamed Ghazali,,male,bumiputera,BN - UMNO,,,,,571
6,P022,Kelantan,Nilam Puri,Tuan Haji,Mohamed Bin Haji Ali,,male,bumiputera,BN - UMNO,,,,,542
6,P113,Johor,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,BN - UMNO,,,,,545
6,P071,Pahang,Pekan,Tuan,Mohamed Amin Bin Haji Daud,,male,bumiputera,BN - UMNO,,,,,538
6,P006,Kedah,Kuala Kedah,Tuan Dato Haji,Mohammad Abu Bakar Bin Rautin Ibrahim,,male,bumiputera,BN - UMNO,,,,,578
6,P085,WP Kuala Lumpur,Setapak,Tuan,Mohammad Idris Bin Mohammad Basari,,male,bumiputera,BN - UMNO,,,,,580
6,P117,Sabah,Kota Belud,Tuan,Mohammad Yahya Bin Lampong,,male,bumiputera,BEBAS,,,,,583
6,P126,Sabah,Hilir Padas,Tuan,Mohammed Yussof Bin Haji Yakob,,male,bumiputera,BEBAS,,,,,585
6,P020,Kelantan,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,,male,bumiputera,PAS,,,,,626
6,P112,Johor,Pontian,Tuan,Mokhtaram Bin Rabidin,,male,bumiputera,BN - UMNO,,,,,632
6,P154,Sarawak,Bukit Mas,Tuan,Mutang Tagal,,male,bumiputera,BN - PBB,,,,,650
6,P129,Sabah,Ulu Padas,,Kadoh Agundong,,male,bumiputera,PBS,,,,,399
6,P109,Johor,Sri Gading,Tuan,Mustaffa Bin Mohammad,,male,bumiputera,BN - UMNO,,,,,648
6,P060,Perak,Lumut,Tuan,Ng Cheng Kuai,,male,chinese,BN - MCA,,,,,660
6,P103,Johor,Ledang,Dato,Ngah Bin A. Rahman,,male,bumiputera,BN - UMNO,,,,,666
6,P017,Kelantan,Pengkalan Chepa,Tuan Haji,Nik Abdul Aziz Bin Nik Mat,,male,bumiputera,PAS,,,,,670
6,P119,Sabah,Tuaran,Datuk,James Peter Ongkili,,male,bumiputera,BN - BERJAYA,,,,,366
6,P007,Kedah,Alor Setar,Tuan,Oo Gin Sun,,male,chinese,BN - MCA,,,,,693
6,P131,Sarawak,Mas Gading,Tuan,Patrick Anek Uren,,male,bumiputera,BEBAS,,,,,706
6,P101,Johor,Kluang,Tuan,Quah Wee Liam,,male,chinese,BN - MCA,,,,,721
6,P136,Sarawak,Serian,Tuan,Richard Damping Anak Laki,,male,bumiputera,BN - SUPP,,,,,752
6,P051,Perak,Padang Rengas,Tuan,Saidin Bin Mat Piah,,male,bumiputera,BN - UMNO,,,,,778
6,P038,Pulau Pinang,Bukit Mertajam,Tuan,Seow Hun Khim,,male,chinese,BN - MCA,,,,,796
6,P010,Kedah,Baling,Tuan Haji,Seroji Bin Haji Haron,,male,bumiputera,BN - UMNO,,,,,798
6,P040,Pulau Pinang,Balik Pulau,Tuan,Shamsuri Bin Md. Salleh,,male,bumiputera,BN - UMNO,,,,,808
6,P132,Sarawak,Bandar Kuching,Tuan,Sim Kwang Yang,,male,chinese,DAP,,,,,816
6,P005,Kedah,Padang Terap,Tan Sri Dato,Syed Ahmad Shahabuddin Al Haj,,male,bumiputera,BN - UMNO,,,,resign,840
6,P086,WP Kuala Lumpur,Damansara,,Tan Koon Swan,,male,chinese,BN - MCA,,,,,867
6,P014,Kedah,Padang Serai,,Tan Kok Hooi,,male,chinese,BN - MCA,,,,,865
6,P084,WP Kuala Lumpur,Kepong,Dr,Tan Seng Giaw,,male,chinese,DAP,,,,,870
6,P147,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,bumiputera,BN - SNAP,,,,,886
6,P066,Pahang,Jerantut,Tuan,Wan Abu Bakar Bin Wan Mohamad,,male,bumiputera,BN - UMNO,,,,,917
6,P018,Kelantan,Pasir Mas,Tuan,Wan Ibrahim Bin Wan Abdullah,,male,bumiputera,PAS,,,,,925
6,P025,Kelantan,Pasir Puteh,Tuan,Wan Mohd. Najib Bin Wan Mohamed,,male,bumiputera,BN - UMNO,,,,,927
6,P013,Kedah,Sungai Petani,Tuan,Wan Zainab Binti M. A. Bakar,,female,bumiputera,BN - UMNO,,,,,935
6,P064,Perak,Bagan Datok,Tuan,Yahya Bin Haji Zakaria,,male,bumiputera,BN - UMNO,,,,,952
6,P081,Selangor,Petaling,Tuan,Yeoh Poh San,,male,chinese,BN - MCA,,,,,959
6,P055,Perak,Menglembu,Tuan,Yew Foo Weng,,male,chinese,BN - MCA,,,,,963
6,P074,Selangor,Tanjong Karang,Datin Paduka,Zaleha Binti Ismail,,female,bumiputera,BN - UMNO,,,,,991
7,,,,Tan Sri Dato',Mohamed Zahir Bin Haji Ismail,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,,576
7,P004,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr.,Mahathir Bin Mohamad,,male,bumiputera,BN - UMNO,Perdana Menteri,,,,500
7,P114,Melaka,Jasin,Y.A.B.,Abdul Ghafar Bin Baba,,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri,,,,18
7,P118,Johor,Labis,Dato Dr.,Ling Liong Sik,,male,chinese,BN - MCA,,,,,479
7,P056,Perak,Sungei Siput,Dato',S. Samy Vellu,,male,indian,BN - MIC,,,,,768
8,P043,Pulau Pinang,Nibong Tebal,Datuk,Dominic Joseph Puthucheary,,male,indian,BN - Gerakan,,,,,233
7,P019,Kelantan,Kota Baru,Tengku Dato',Ahmad Rithauddeen Al Haj Bin Tengku Ismail,,male,bumiputera,BN - UMNO,,,,,112
7,P029,Kelantan,Gua Musang,Tengku Tan Sri,Razaleigh Hamzah,,male,bumiputera,BN - UMNO,,,,,748
7,P171,Sarawak,Kanowit,Datuk,Leo Moggie Anak Irok,,male,bumiputera,BN - PBDS,,,,,449
7,P061,Perak,Kuala Kangsar,Datin Paduka,Rafidah Aziz,,male,bumiputera,BN - UMNO,,,,,728
7,P156,Sarawak,Santubong,Dato' Dr.,Sulaiman Bin Haji Daud,,male,bumiputera,BN - PBB,,,,,834
7,P003,Kedah,Jerlun Langkawi,Datuk Seri,Sanusi Bin Junid,,male,bumiputera,BN - UMNO,,,,,788
7,P038,Pulau Pinang,Kepala Batas,Datuk,Abdullah Bin Haji Ahmad Badawi,,male,bumiputera,BN - UMNO,,,,,75
7,P103,Negeri Sembilan,Jelebu,Dato',Rais Yatim,,male,bumiputera,BN - UMNO,,,,,735
7,P158,Sarawak,Padawan,Datuk Amar,Stephen Yong Kuet Tze,,male,chinese,BN - SUPP,,,,,827
7,P130,Johor,Johor Bahru,Dato,Shahrir Bin Abdul Samad,,male,bumiputera,BN - UMNO > BEBAS,,,,,805
7,P041,Pulau Pinang,Permatang Pauh,Tuan,Anwar Bin Ibrahim,,male,bumiputera,BN - UMNO,,,,,141
